PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,QUARTER,YEAR
Highland Park,BROOKLYN/QUEENS,146.339,ONE ACRE OR LARGER,1,0.0,0.0,0.0,0,0.0,0.0,1.0,Q4,2023
Arden Woods,STATEN ISLAND,145.864,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Riverdale Park,BRONX,144.29,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Ocean Parkway Malls,BROOKLYN,140.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bloomingdale Park,STATEN ISLAND,138.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Ocean Breeze Park,STATEN ISLAND,136.568,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Canarsie Park,BROOKLYN,132.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Highbridge Park Manhattan Side,MANHATTAN,130.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Crotona Park,BRONX,127.5,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Paerdegat Basin Park,BROOKLYN,118.795,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hook Creek Park,QUEENS,111.163,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Crescent Beach Park,STATEN ISLAND,110.96,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Clearview Park Golf Course,QUEENS,110.93,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Baisley Pond Park,QUEENS,109.609,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Pelham Parkway,BRONX,108.91,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Pralls Island,STATEN ISLAND,107.514,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mariners Marsh Park,STATEN ISLAND,107.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Douglaston Park Golf Course,QUEENS,104.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lemon Creek Park,STATEN ISLAND,104.545,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Spring Creek Park,BROOKLYN/QUEENS,99.566,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
High Rock Park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Long Pond Park,STATEN ISLAND,91.948,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Brookville Park,QUEENS,89.946,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Isle Of Meadows,STATEN ISLAND,87.516,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Calvert Vaux Park,BROOKLYN,85.527,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Pugsley Creek Park,BRONX,83.615,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Snug Harbor Cultural Center,STATEN ISLAND,83.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mosholu Parkway,BRONX,80.936,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Mcguire Fields,BROOKLYN,77.181,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fresh Creek Nature Preserve,BROOKLYN,77.044,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jackie Robinson Parkway,BROOKLYN/QUEENS,72.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fort Tryon Park,MANHATTAN,67.213,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,1.0,0.0,2.0,Q4,2023
Riverside Park South,MANHATTAN,66.693,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Eastern Parkway,BROOKLYN,65.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Four Sparrow Marsh,BROOKLYN,64.665,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fort Totten Park,QUEENS,60.394,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Astoria Park,QUEENS,59.956,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Laurelton Parkway,QUEENS,59.612,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Red Hook Recreation Area,BROOKLYN,58.503,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Shore Park And Parkway,BROOKLYN,58.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Spring Creek Park Addition,BROOKLYN/QUEENS,57.921,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Juniper Valley Park,QUEENS,55.639,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Little Bay Park,QUEENS,55.22,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Powell'S Cove Park,QUEENS,55.023,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Henry Hudson Parkway,BRONX,54.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Harlem River Park,MANHATTAN,53.967,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Dubos Point Wildlife Sanctuary,QUEENS,53.298,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Roy Wilkins Recreation Center,QUEENS,53.238,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Reed'S Basket Willow Swamp Park,STATEN ISLAND,52.375,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Brooklyn Botanic Garden,BROOKLYN,47.57,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Meredith Woods,STATEN ISLAND,47.521,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Queens Farm Park,QUEENS,47.08,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
East River Park,MANHATTAN,45.88,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Crocheron Park,QUEENS,45.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Macombs Dam Park,BRONX,44.174,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Manhattan Beach Park,BROOKLYN,42.941,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Udall'S Park Preserve,QUEENS,42.768,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fairview Park,STATEN ISLAND,42.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bayswater Park,QUEENS,40.07,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Deere Park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Parade Ground,BROOKLYN,39.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Claremont Park,BRONX,38.536,ONE ACRE OR LARGER,0,0.0,3.0,1.0,0,0.0,0.0,4.0,Q4,2023
Broad Channel Wetlands,QUEENS,37.95,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Coney Island Boat Basin,BROOKLYN,36.81,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bunker Ponds Park,STATEN ISLAND,36.691,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Seton Falls Park,BRONX,35.771,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mccarren Park,BROOKLYN,35.713,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,3.0,0.0,5.0,Q4,2023
St. Mary'S Park Bronx,BRONX,35.311,ONE ACRE OR LARGER,0,0.0,5.0,0.0,0,0.0,0.0,5.0,Q4,2023
Shooters Island,STATEN ISLAND,34.689,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
North Brother Island,BRONX,30.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fort Greene Park,BROOKLYN,30.168,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Battery Park City,MANHATTAN,29.99,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,2.0,0.0,2.0,Q4,2023
Morningside Park,MANHATTAN,29.888,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2023
Macneil Park,QUEENS,28.87,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Alley Athletic Playground,QUEENS,27.531,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Vernam Barbadoes Peninsula,QUEENS,27.484,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
College Point Fields,QUEENS,26.83,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Kaiser Park,BROOKLYN,26.257,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sunset Park,BROOKLYN,24.498,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Owl'S Head Park,BROOKLYN,24.218,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Springfield Park,QUEENS,23.543,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Recreational Area,MANHATTAN,23.093,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
King Fisher Park,STATEN ISLAND,23.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Siedenburg Park,STATEN ISLAND,22.882,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. Nicholas Park,MANHATTAN,22.74,ONE ACRE OR LARGER,0,0.0,3.0,0.0,0,0.0,0.0,3.0,Q4,2023
South Brother Island,BRONX,22.16,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Locust Point Marina,BRONX,22.07,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Battery Park,MANHATTAN,21.88,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Brooklyn Bridge Park,BROOKLYN,21.185,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,1.0,0.0,2.0,Q4,2023
Asser Levy Park,BROOKLYN,21.039,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Seaside Wildlife Nature Park,STATEN ISLAND,20.907,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Wave Hill,BRONX,20.867,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Queensbridge Park,QUEENS,20.34,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Marcus Garvey Park,MANHATTAN,20.165,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Isham Park,MANHATTAN,20.132,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Williamsbridge Oval,BRONX,19.749,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Brant Point Wildlife Sanctuary,QUEENS,19.556,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Broad Channel American Park,QUEENS,18.768,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Theodore Roosevelt Park,MANHATTAN,17.574,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bensonhurst Park,BROOKLYN,17.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lincoln Terrace / Arthur S. Somers Park,BROOKLYN,17.14,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
John Golden Park,QUEENS,17.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bayview Terrace Park,STATEN ISLAND,16.944,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jones Woods Park,STATEN ISLAND,16.93,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Francis Lewis Park,QUEENS,16.831,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Leif Ericson Park,BROOKLYN,16.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Eibs Pond Park,STATEN ISLAND,16.505,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Railroad Park Queens,QUEENS,16.439,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Breukelen Ballfields,BROOKLYN,16.16,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Franz Sigel Park,BRONX,15.99,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Alice Austen Park,STATEN ISLAND,15.524,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Thomas Jefferson Park,MANHATTAN,15.524,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Mill Pond Park,BRONX,15.496,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sherman Creek,MANHATTAN,15.383,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Harris Park,BRONX,15.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Goodhue,STATEN ISLAND,15.064,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mullaly Park,BRONX,15.049,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Tremont Park,BRONX,15.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Carl Schurz Park,MANHATTAN,14.938,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Grand Army Plaza Brooklyn,BROOKLYN,14.257,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Von Briesen Park,STATEN ISLAND,13.938,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Motor Parkway,QUEENS,13.894,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Unnamed Park On Beach Channel Drive & Beach 116Th Street To Beach 108Th Street,QUEENS,13.826,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Beach 17 Playground,QUEENS,13.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Tudor Park,QUEENS,13.543,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Aqueduct Walk,BRONX,13.533,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2023
Father Macris Park,STATEN ISLAND,13.469,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Starlight Park,BRONX,12.93,ONE ACRE OR LARGER,0,0.0,3.0,0.0,0,0.0,0.0,3.0,Q4,2023
Jackie Robinson Park Manhattan,MANHATTAN,12.772,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Brooklyn Museum,BROOKLYN,12.66,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Beach Channel Park,QUEENS,12.624,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Greenbelt Native Plant Center,STATEN ISLAND,12.247,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bowne Park,QUEENS,11.788,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Seton Park,BRONX,11.689,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Rufus King Park,QUEENS,11.5,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Frank Golden Park,QUEENS,11.422,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. James Park,BRONX,11.39,ONE ACRE OR LARGER,0,0.0,3.0,0.0,0,0.0,0.0,3.0,Q4,2023
Richmond Terrace Wetlands,STATEN ISLAND,11.193,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Barretto Point Park,BRONX,11.161,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. Albans Park,QUEENS,10.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Gemini Fields,QUEENS,10.761,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Givans Creek Woods,BRONX,10.735,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Betsy Head Park,BROOKLYN,10.555,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,1.0,0.0,2.0,Q4,2023
Tompkins Square Park,MANHATTAN,10.502,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Cpl. Thompson Park,STATEN ISLAND,10.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Commodore Barry Park,BROOKLYN,10.391,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Cadman Plaza Park,BROOKLYN,10.384,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Broadway Malls,MANHATTAN,10.242,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Steeplechase Park,BROOKLYN,10.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hunter'S Point South Park,QUEENS,10.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Unnamed Park On Richmond Terrace,STATEN ISLAND,9.934,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hybrid Oak Woods Park,STATEN ISLAND,9.763,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Washington Square Park,MANHATTAN,9.749,ONE ACRE OR LARGER,0,0.0,7.0,1.0,0,12.0,0.0,20.0,Q4,2023
Bryant Park,MANHATTAN,9.603,ONE ACRE OR LARGER,0,0.0,1.0,1.0,2,24.0,0.0,28.0,Q4,2023
Rockaway Freeway,QUEENS,9.404,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bicentennial Veterans Memorial Park,BRONX,9.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sunset Cove Park,QUEENS,9.375,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. John'S Recreation Center,BROOKLYN,9.339,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Linden Park,BROOKLYN,9.322,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Haffen Park,BRONX,9.238,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Allison Pond Park,STATEN ISLAND,9.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Graniteville Swamp Park,STATEN ISLAND,9.187,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Tottenville Shore Park,STATEN ISLAND,9.181,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Captain Tilly Park,QUEENS,9.16,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Harvey Park,QUEENS,9.154,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Msgr. Mcgolrick Park,BROOKLYN,9.134,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Bushwick Inlet Park,BROOKLYN,9.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Henry Hudson Park,BRONX,8.972,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Frank Principe Park,QUEENS,8.899,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Castle Hill Park,BRONX,8.834,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Rochdale Park,QUEENS,8.833,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Abe Stark Skating Rink,BROOKLYN,8.807,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
City Hall Park,MANHATTAN,8.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
East River Waterfront Esplanade,MANHATTAN,8.761,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Crotona Parkway Malls,BRONX,8.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Coney Island Creek Park,BROOKLYN,8.663,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mill Rock Park,MANHATTAN,8.639,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
East River Esplanade E 90Th St To E 125Th St,MANHATTAN,8.595,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
John J Carty Park,BROOKLYN,8.565,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Coffey Park,BROOKLYN,8.271,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Barrett Park,STATEN ISLAND,8.108,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Rainey Park Queens,QUEENS,8.09,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Laguardia Landing Lights,QUEENS,8.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
City Island Wetlands,BRONX,8.005,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sara D. Roosevelt Park,MANHATTAN,7.85,ONE ACRE OR LARGER,1,0.0,2.0,2.0,0,4.0,0.0,9.0,Q4,2023
Ewen Park,BRONX,7.84,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Herbert Von King Park,BROOKLYN,7.819,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2023
Mount Prospect Park,BROOKLYN,7.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Rainey Park Bronx,BRONX,7.738,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Detective Keith L Williams Park,QUEENS,7.683,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Flushing Fields,QUEENS,7.671,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Palmer Inlet,BRONX,7.49,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Midland Field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Schmul Park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bridge Park Bronx,BRONX,7.156,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Beach 30Th Street Playground,QUEENS,7.122,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
